room,price,district,floor,square
3-к квартира,4501200.0,р-н Индустриальный,4/25 эт.,72.6
2-к квартира,5350000.0,р-н Мотовилихинский,13/17 эт.,83.0
2-к квартира,6800000.0,р-н Мотовилихинский,3/8 эт.,71.3
1-к квартира,2500000.0,р-н Индустриальный,12/17 эт.,37.5
1-к квартира,1590000.0,р-н Орджоникидзевский,1/9 эт.,34.1
2-к квартира,4150000.0,р-н Дзержинский,3/19 эт.,55.5
4-к квартира,7946075.0,р-н Дзержинский,9/11 эт.,102.5
3-к квартира,1999000.0,р-н Орджоникидзевский,1/5 эт.,59.0
2-к квартира,2350000.0,р-н Свердловский,4/5 эт.,42.1
1-к квартира,1560000.0,р-н Свердловский,8/9 эт.,29.5
1-к квартира,1520000.0,р-н Свердловский,10/16 эт.,26.8
3-к квартира,3000000.0,р-н Свердловский,5/5 эт.,63.0
1-к квартира,3350000.0,р-н Индустриальный,11/12 эт.,44.0
3-к квартира,3890000.0,р-н Свердловский,4/10 эт.,69.0
3-к квартира,7250000.0,р-н Ленинский,13/16 эт.,71.0
3-к квартира,4646400.0,р-н Индустриальный,4/25 эт.,72.6
Квартира-студия,2450000.0,р-н Свердловский,4/9 эт.,23.0
1-к квартира,2690000.0,р-н Мотовилихинский,9/16 эт.,43.6
3-к квартира,2150000.0,р-н Орджоникидзевский,3/3 эт.,57.0
3-к квартира,4050000.0,р-н Индустриальный,2/10 эт.,63.0
2-к квартира,3750000.0,р-н Дзержинский,11/16 эт.,55.0
Своб. планировка,5700000.0,р-н Кировский,9/9 эт.,79.5
1-к квартира,3100000.0,р-н Индустриальный,14/18 эт.,38.0
3-к квартира,4200000.0,р-н Дзержинский,3/9 эт.,62.0
2-к квартира,1799999.0,р-н Свердловский,4/9 эт.,42.0
2-к квартира,4100000.0,р-н Свердловский,8/19 эт.,60.2
2-к квартира,6600000.0,р-н Дзержинский,12/12 эт.,71.6
1-к квартира,1400000.0,р-н Индустриальный,1/9 эт.,23.0
3-к квартира,3250000.0,р-н Дзержинский,1/5 эт.,59.0
3-к квартира,2900000.0,р-н Дзержинский,4/5 эт.,47.5
3-к квартира,3250000.0,р-н Кировский,5/5 эт.,51.0
3-к квартира,4754050.0,р-н Индустриальный,2/23 эт.,79.9
1-к квартира,3000000.0,р-н Индустриальный,18/25 эт.,40.5
Апартаменты-студия,1895000.0,р-н Свердловский,6/16 эт.,27.0
1-к квартира,2300000.0,р-н Свердловский,4/5 эт.,31.3
1-к квартира,1620000.0,р-н Кировский,4/5 эт.,29.5
1-к квартира,2240000.0,р-н Мотовилихинский,3/5 эт.,30.1
3-к квартира,1890000.0,р-н Орджоникидзевский,5/5 эт.,59.4
1-к квартира,3400000.0,р-н Дзержинский,11/17 эт.,43.0
1-к квартира,1850000.0,р-н Свердловский,3/9 эт.,31.0
2-к квартира,2450000.0,р-н Дзержинский,1/5 эт.,74.0
3-к квартира,3600000.0,р-н Дзержинский,9/9 эт.,64.0
1-к квартира,3300000.0,р-н Мотовилихинский,21/25 эт.,48.0
1-к квартира,1260000.0,р-н Мотовилихинский,1/9 эт.,19.0
1-к квартира,1625000.0,р-н Свердловский,1/5 эт.,30.0
2-к квартира,1650000.0,р-н Дзержинский,4/9 эт.,36.6
2-к квартира,1500000.0,р-н Мотовилихинский,1/1 эт.,36.0
1-к квартира,2100000.0,р-н Орджоникидзевский,8/10 эт.,42.7
2-к квартира,3200000.0,р-н Дзержинский,1/10 эт.,53.5
1-к квартира,2300000.0,р-н Свердловский,15/16 эт.,28.4
3-к квартира,4800000.0,р-н Дзержинский,1/9 эт.,77.4
1-к квартира,3100000.0,р-н Индустриальный,16/18 эт.,40.0
3-к квартира,2900000.0,р-н Свердловский,3/5 эт.,54.0
3-к квартира,6460000.0,р-н Дзержинский,2/7 эт.,75.2
1-к квартира,2790000.0,р-н Свердловский,2/25 эт.,37.6
Квартира-студия,1500000.0,р-н Кировский,10/25 эт.,22.0
2-к квартира,2595195.0,р-н Мотовилихинский,5/16 эт.,45.5
3-к квартира,2600000.0,р-н Свердловский,4/9 эт.,63.0
3-к квартира,6190000.0,р-н Дзержинский,5/16 эт.,90.0
4-к квартира,4600000.0,р-н Дзержинский,2/4 эт.,100.0
3-к квартира,2990000.0,р-н Свердловский,4/9 эт.,60.0
2-к квартира,4500000.0,р-н Мотовилихинский,6/10 эт.,55.0
1-к квартира,2350000.0,р-н Кировский,6/6 эт.,39.0
2-к квартира,3199000.0,р-н Дзержинский,8/9 эт.,44.0
1-к квартира,3200000.0,р-н Мотовилихинский,6/10 эт.,42.0
1-к квартира,2600000.0,р-н Орджоникидзевский,10/16 эт.,46.0
2-к квартира,2370000.0,р-н Мотовилихинский,3/5 эт.,40.0
2-к квартира,4400000.0,р-н Индустриальный,12/16 эт.,66.1
1-к квартира,4350000.0,р-н Ленинский,8/9 эт.,45.0
3-к квартира,1850000.0,р-н Орджоникидзевский,2/2 эт.,61.8
1-к квартира,2150000.0,р-н Дзержинский,4/5 эт.,31.4
2-к квартира,2600000.0,р-н Орджоникидзевский,1/10 эт.,52.6
2-к квартира,2750000.0,р-н Мотовилихинский,3/5 эт.,51.5
2-к квартира,2100000.0,р-н Кировский,5/5 эт.,40.1
2-к квартира,2680000.0,р-н Мотовилихинский,1/5 эт.,47.3
3-к квартира,2490000.0,р-н Свердловский,3/5 эт.,61.0
2-к квартира,2400000.0,р-н Индустриальный,2/5 эт.,42.0
2-к квартира,2900000.0,р-н Дзержинский,7/19 эт.,55.0
3-к квартира,6308000.0,р-н Дзержинский,3/17 эт.,75.0
4-к квартира,8169435.0,р-н Дзержинский,5/7 эт.,106.8
1-к квартира,2550000.0,р-н Дзержинский,4/5 эт.,30.0
1-к квартира,1900000.0,р-н Кировский,4/5 эт.,31.5
3-к квартира,2900000.0,р-н Мотовилихинский,4/5 эт.,62.0
1-к квартира,1920000.0,р-н Кировский,3/5 эт.,30.9
4-к квартира,5800000.0,р-н Мотовилихинский,2/18 эт.,77.0
2-к квартира,2300000.0,р-н Кировский,3/5 эт.,44.2
1-к квартира,3200000.0,р-н Мотовилихинский,19/24 эт.,38.0
3-к квартира,4250000.0,р-н Индустриальный,14/15 эт.,67.0
1-к квартира,1700000.0,р-н Орджоникидзевский,1/16 эт.,41.0
3-к квартира,4600000.0,р-н Свердловский,13/14 эт.,63.4
3-к квартира,7400000.0,р-н Свердловский,11/19 эт.,91.6
2-к квартира,3400000.0,р-н Кировский,2/9 эт.,54.0
3-к квартира,3900000.0,р-н Мотовилихинский,2/9 эт.,65.7
3-к квартира,4500000.0,р-н Мотовилихинский,2/5 эт.,90.0
2-к квартира,1900000.0,р-н Орджоникидзевский,3/5 эт.,43.0
1-к квартира,2100000.0,р-н Мотовилихинский,3/5 эт.,30.0
1-к квартира,2350000.0,р-н Мотовилихинский,7/10 эт.,34.7
2-к квартира,6300000.0,р-н Свердловский,5/17 эт.,90.0
2-к квартира,2299000.0,р-н Индустриальный,2/5 эт.,38.0
2-к квартира,1800000.0,р-н Кировский,4/5 эт.,46.4
Квартира-студия,2400000.0,р-н Индустриальный,13/20 эт.,24.3
2-к квартира,4900000.0,р-н Индустриальный,8/17 эт.,69.7
2-к квартира,2780000.0,р-н Индустриальный,4/5 эт.,44.0
2-к квартира,2280358.0,р-н Мотовилихинский,5/9 эт.,40.9
1-к квартира,2790000.0,р-н Свердловский,2/25 эт.,37.6
1-к квартира,2999000.0,р-н Мотовилихинский,6/16 эт.,40.5
1-к квартира,2050000.0,р-н Свердловский,5/5 эт.,30.3
3-к квартира,3570000.0,р-н Мотовилихинский,3/9 эт.,67.0
2-к квартира,3250000.0,р-н Мотовилихинский,3/4 эт.,42.3
1-к квартира,3270000.0,р-н Свердловский,16/17 эт.,49.3
3-к квартира,4112401.0,р-н Свердловский,11/17 эт.,65.8
2-к квартира,1390000.0,р-н Дзержинский,9/9 эт.,37.4
2-к квартира,3100000.0,р-н Орджоникидзевский,11/18 эт.,50.5
1-к квартира,2870000.0,р-н Индустриальный,6/25 эт.,38.9
2-к квартира,5800000.0,р-н Дзержинский,17/25 эт.,80.0
2-к квартира,2333000.0,р-н Свердловский,5/5 эт.,47.0
2-к квартира,5300000.0,р-н Кировский,9/17 эт.,75.0
4-к апартаменты,7990000.0,р-н Свердловский,2/3 эт.,126.0
3-к квартира,5170000.0,р-н Дзержинский,16/25 эт.,74.1
Квартира-студия,1550000.0,р-н Кировский,15/21 эт.,21.0
1-к квартира,1890000.0,р-н Орджоникидзевский,4/10 эт.,38.8
2-к квартира,2550000.0,р-н Индустриальный,1/5 эт.,43.0
2-к квартира,1650000.0,р-н Орджоникидзевский,2/4 эт.,40.5
Квартира-студия,950000.0,р-н Кировский,1/5 эт.,23.6
1-к квартира,1350000.0,р-н Орджоникидзевский,5/5 эт.,30.0
4-к квартира,8750000.0,р-н Дзержинский,3/9 эт.,130.0
3-к квартира,3300000.0,р-н Дзержинский,2/5 эт.,61.0
3-к квартира,3380000.0,р-н Индустриальный,12/14 эт.,55.0
1-к квартира,2980000.0,р-н Свердловский,16/19 эт.,38.5
2-к квартира,5199000.0,р-н Ленинский,9/9 эт.,71.0
3-к квартира,12500000.0,р-н Ленинский,5/9 эт.,95.0
1-к квартира,2600000.0,р-н Индустриальный,7/9 эт.,33.0
4-к квартира,2390000.0,р-н Кировский,2/5 эт.,61.0
2-к квартира,2099000.0,р-н Дзержинский,4/5 эт.,41.1
2-к квартира,3100000.0,р-н Мотовилихинский,4/4 эт.,40.0
3-к квартира,3150000.0,р-н Свердловский,5/5 эт.,58.2
Квартира-студия,2700000.0,р-н Мотовилихинский,16/16 эт.,36.0
2-к квартира,6000000.0,р-н Индустриальный,6/9 эт.,81.5
1-к квартира,3200000.0,р-н Ленинский,5/12 эт.,39.7
2-к квартира,2500000.0,р-н Орджоникидзевский,6/8 эт.,56.1
3-к квартира,7000000.0,р-н Кировский,10/12 эт.,112.0
1-к квартира,1380000.0,р-н Кировский,4/5 эт.,31.0
2-к квартира,2300000.0,р-н Мотовилихинский,5/5 эт.,45.0
5-к квартира,6900000.0,р-н Свердловский,7/10 эт.,130.8
3-к квартира,4990000.0,р-н Дзержинский,3/9 эт.,68.2
1-к квартира,3000000.0,р-н Индустриальный,1/13 эт.,42.0
1-к квартира,2600000.0,р-н Мотовилихинский,3/9 эт.,34.4
2-к квартира,2850000.0,р-н Дзержинский,2/5 эт.,43.2
2-к квартира,3100000.0,р-н Мотовилихинский,2/4 эт.,40.2
2-к квартира,5000000.0,р-н Дзержинский,9/20 эт.,55.0
Своб. планировка,3600000.0,р-н Индустриальный,21/25 эт.,47.9
2-к квартира,2620000.0,р-н Индустриальный,3/5 эт.,44.0
2-к апартаменты,2350000.0,р-н Свердловский,13/16 эт.,39.9
2-к квартира,1530000.0,р-н Кировский,2/5 эт.,40.0
2-к квартира,2070000.0,р-н Орджоникидзевский,3/5 эт.,43.0
2-к квартира,2800000.0,р-н Орджоникидзевский,8/10 эт.,56.0
3-к квартира,4130000.0,р-н Ленинский,2/4 эт.,75.2
1-к квартира,3120390.0,р-н Мотовилихинский,4/17 эт.,37.8
3-к квартира,4501200.0,р-н Индустриальный,4/25 эт.,72.6
2-к квартира,7000000.0,р-н Дзержинский,15/16 эт.,75.8
3-к квартира,2980000.0,р-н Дзержинский,5/5 эт.,47.0
2-к квартира,6280000.0,р-н Дзержинский,14/16 эт.,75.0
2-к квартира,3396000.0,р-н Кировский,3/16 эт.,55.3
2-к квартира,3950000.0,р-н Индустриальный,9/16 эт.,57.9
1-к квартира,2474143.0,р-н Мотовилихинский,5/16 эт.,43.3
3-к квартира,9000000.0,р-н Свердловский,11/25 эт.,81.0
2-к квартира,2700000.0,р-н Мотовилихинский,3/5 эт.,45.2
2-к квартира,2850000.0,р-н Мотовилихинский,10/10 эт.,49.0
2-к квартира,6370000.0,р-н Ленинский,7/25 эт.,60.0
1-к квартира,2180000.0,р-н Свердловский,1/5 эт.,33.0
1-к квартира,2400000.0,р-н Мотовилихинский,5/17 эт.,30.0
3-к квартира,3650000.0,р-н Индустриальный,3/9 эт.,67.9
1-к квартира,2850000.0,р-н Дзержинский,5/10 эт.,33.0
1-к квартира,3300150.0,р-н Индустриальный,14/25 эт.,44.9
3-к квартира,8600000.0,р-н Свердловский,19/25 эт.,76.0
Квартира-студия,3800000.0,р-н Индустриальный,3/9 эт.,36.6
1-к квартира,1750000.0,р-н Мотовилихинский,1/9 эт.,30.4
1-к квартира,785000.0,р-н Кировский,5/5 эт.,13.0
2-к квартира,4550000.0,р-н Дзержинский,4/25 эт.,54.6
4-к квартира,3700000.0,р-н Мотовилихинский,7/10 эт.,87.0
2-к квартира,2990000.0,р-н Свердловский,2/10 эт.,48.0
2-к квартира,3800000.0,р-н Свердловский,2/16 эт.,55.0
1-к квартира,2850000.0,р-н Свердловский,3/9 эт.,35.1
1-к квартира,2050000.0,р-н Дзержинский,9/9 эт.,37.0
2-к квартира,2500000.0,р-н Свердловский,10/10 эт.,49.0
5-к квартира,8500000.0,р-н Мотовилихинский,2/10 эт.,148.0
2-к квартира,2596000.0,р-н Свердловский,7/25 эт.,36.9
2-к квартира,2800000.0,р-н Мотовилихинский,7/9 эт.,45.2
3-к квартира,9221850.0,р-н Индустриальный,16/16 эт.,133.6
2-к квартира,6000000.0,р-н Свердловский,4/25 эт.,49.8
1-к квартира,3100000.0,р-н Дзержинский,10/10 эт.,34.4
1-к квартира,2200000.0,р-н Свердловский,3/5 эт.,30.3
1-к квартира,2830000.0,р-н Кировский,10/10 эт.,41.7
1-к квартира,4300000.0,р-н Ленинский,6/24 эт.,48.0
3-к квартира,4750000.0,р-н Мотовилихинский,4/10 эт.,92.0
2-к квартира,2600000.0,р-н Свердловский,5/5 эт.,45.0
2-к квартира,4200000.0,р-н Индустриальный,7/20 эт.,53.0
3-к квартира,7200000.0,р-н Ленинский,8/9 эт.,94.5
2-к квартира,1850000.0,р-н Кировский,3/3 эт.,50.0
1-к квартира,1500000.0,р-н Орджоникидзевский,5/5 эт.,31.3
1-к квартира,2150000.0,р-н Кировский,1/10 эт.,38.1
3-к квартира,10999999.0,р-н Свердловский,3/8 эт.,138.0
3-к квартира,2550000.0,р-н Индустриальный,1/5 эт.,61.5
4-к квартира,4950000.0,р-н Дзержинский,1/9 эт.,80.3
1-к квартира,4790000.0,р-н Мотовилихинский,5/17 эт.,60.4
1-к квартира,1640000.0,р-н Свердловский,3/9 эт.,22.0
2-к квартира,2950000.0,р-н Индустриальный,3/10 эт.,49.0
2-к квартира,4100000.0,р-н Дзержинский,1/25 эт.,56.4
2-к квартира,2550000.0,р-н Дзержинский,4/5 эт.,44.1
2-к квартира,3630000.0,р-н Кировский,2/9 эт.,52.9
3-к квартира,3750000.0,р-н Дзержинский,3/9 эт.,59.9
1-к апартаменты,2300000.0,р-н Свердловский,4/16 эт.,36.7
2-к квартира,2700000.0,р-н Мотовилихинский,1/5 эт.,45.3
2-к квартира,4004937.0,р-н Свердловский,8/17 эт.,66.4
2-к квартира,2585000.0,р-н Мотовилихинский,2/5 эт.,43.7
1-к квартира,1480000.0,р-н Дзержинский,5/5 эт.,25.0
1-к квартира,2000000.0,р-н Орджоникидзевский,5/10 эт.,35.0
1-к квартира,2450000.0,р-н Мотовилихинский,3/9 эт.,34.4
Студия,1750000.0,р-н Индустриальный,4/4 эт.,28.0
Своб. планировка,8554000.0,р-н Ленинский,13/25 эт.,132.0
3-к квартира,4646400.0,р-н Индустриальный,4/25 эт.,72.6
2-к квартира,5300000.0,р-н Дзержинский,16/16 эт.,74.4
1-к квартира,2430000.0,р-н Дзержинский,1/10 эт.,34.7
3-к квартира,3620000.0,р-н Дзержинский,8/9 эт.,52.0
2-к квартира,2950000.0,р-н Орджоникидзевский,2/18 эт.,47.7
1-к квартира,2275000.0,р-н Мотовилихинский,2/5 эт.,31.0
2-к квартира,3500000.0,р-н Мотовилихинский,2/9 эт.,57.0
2-к квартира,5700000.0,р-н Ленинский,5/9 эт.,76.0
1-к квартира,1670000.0,р-н Индустриальный,3/9 эт.,22.3
3-к квартира,3400000.0,р-н Мотовилихинский,2/5 эт.,56.6
1-к квартира,4200000.0,р-н Дзержинский,5/24 эт.,47.8
1-к квартира,3240000.0,р-н Индустриальный,17/20 эт.,36.0
3-к квартира,4500000.0,р-н Мотовилихинский,14/24 эт.,65.0
1-к квартира,2300000.0,р-н Мотовилихинский,5/10 эт.,37.7
2-к квартира,2580000.0,р-н Орджоникидзевский,6/10 эт.,53.0
1-к квартира,2150000.0,р-н Мотовилихинский,5/5 эт.,31.0
1-к квартира,1900000.0,р-н Орджоникидзевский,1/10 эт.,40.0
1-к квартира,3600000.0,р-н Дзержинский,3/17 эт.,48.0
3-к квартира,2750000.0,р-н Дзержинский,3/5 эт.,59.8
2-к квартира,8800000.0,р-н Дзержинский,19/19 эт.,166.8
2-к квартира,3250000.0,р-н Дзержинский,2/25 эт.,40.0
2-к квартира,2550000.0,р-н Индустриальный,4/5 эт.,43.0
3-к квартира,2650000.0,р-н Кировский,1/5 эт.,61.0
2-к квартира,3961238.0,р-н Дзержинский,2/7 эт.,43.0
3-к квартира,2150000.0,р-н Кировский,1/2 эт.,56.4
1-к квартира,1300000.0,р-н Мотовилихинский,3/9 эт.,24.0
2-к квартира,2900000.0,р-н Мотовилихинский,10/10 эт.,51.2
1-к квартира,2260000.0,р-н Мотовилихинский,8/10 эт.,37.3
1-к квартира,2000000.0,р-н Индустриальный,1/5 эт.,31.1
1-к квартира,1350000.0,р-н Кировский,5/5 эт.,27.5
1-к квартира,2200000.0,р-н Дзержинский,2/5 эт.,31.0
2-к квартира,2250000.0,р-н Индустриальный,3/5 эт.,44.0
1-к квартира,2200000.0,р-н Мотовилихинский,1/10 эт.,34.1
2-к квартира,3120000.0,р-н Дзержинский,7/9 эт.,44.0
2-к квартира,2100000.0,р-н Орджоникидзевский,5/16 эт.,45.9
2-к квартира,3000000.0,р-н Свердловский,5/5 эт.,52.0
2-к квартира,4603630.0,р-н Мотовилихинский,10/12 эт.,61.3
2-к квартира,2200000.0,р-н Кировский,3/5 эт.,44.0
2-к квартира,1690000.0,р-н Кировский,2/5 эт.,36.2
3-к квартира,2430000.0,р-н Дзержинский,3/5 эт.,41.6
4-к квартира,5980000.0,р-н Свердловский,6/10 эт.,86.4
1-к квартира,2090000.0,р-н Свердловский,7/12 эт.,33.0
2-к квартира,2500000.0,р-н Дзержинский,4/5 эт.,47.0
3-к квартира,3900000.0,р-н Дзержинский,4/12 эт.,67.0
1-к квартира,930000.0,р-н Орджоникидзевский,3/5 эт.,19.2
1-к квартира,2194000.0,р-н Индустриальный,15/15 эт.,28.5
3-к квартира,3400000.0,р-н Ленинский,5/9 эт.,63.0
2-к квартира,4599000.0,р-н Свердловский,2/17 эт.,53.0
2-к квартира,3100000.0,р-н Мотовилихинский,5/5 эт.,44.3
2-к квартира,5700000.0,р-н Ленинский,6/9 эт.,61.4
3-к квартира,4090000.0,р-н Свердловский,3/17 эт.,65.9
2-к квартира,3200000.0,р-н Дзержинский,1/10 эт.,53.5
3-к квартира,4300000.0,р-н Ленинский,9/10 эт.,62.0
2-к квартира,3500000.0,р-н Мотовилихинский,2/5 эт.,61.0
4-к квартира,11200000.0,р-н Ленинский,6/9 эт.,174.0
2-к квартира,2595195.0,р-н Мотовилихинский,5/16 эт.,45.5
3-к квартира,8600000.0,р-н Свердловский,19/25 эт.,76.0
Квартира-студия,2440140.0,р-н Мотовилихинский,1/4 эт.,36.4
4-к квартира,3880000.0,р-н Мотовилихинский,2/5 эт.,100.8
3-к квартира,3960000.0,р-н Орджоникидзевский,8/10 эт.,72.5
1-к квартира,2800000.0,р-н Индустриальный,6/9 эт.,34.3
1-к квартира,1700000.0,р-н Свердловский,6/9 эт.,30.0
2-к квартира,4600000.0,р-н Индустриальный,17/19 эт.,65.7
2-к квартира,2200000.0,р-н Орджоникидзевский,5/9 эт.,36.0
3-к квартира,2700000.0,р-н Свердловский,2/5 эт.,59.2
2-к квартира,4100000.0,р-н Дзержинский,12/16 эт.,57.3
2-к квартира,2100000.0,р-н Мотовилихинский,1/5 эт.,43.0
2-к квартира,2850000.0,р-н Индустриальный,5/5 эт.,44.7
1-к квартира,1859000.0,р-н Свердловский,3/9 эт.,30.0
2-к квартира,2050000.0,р-н Дзержинский,2/2 эт.,47.5
Квартира-студия,1380000.0,р-н Мотовилихинский,4/4 эт.,35.4
2-к квартира,2480000.0,р-н Индустриальный,1/5 эт.,42.7
3-к квартира,4200000.0,р-н Дзержинский,7/9 эт.,63.2
2-к квартира,5000000.0,р-н Дзержинский,9/17 эт.,60.0
1-к квартира,2200000.0,р-н Индустриальный,2/5 эт.,36.7
1-к квартира,3100000.0,р-н Мотовилихинский,3/10 эт.,38.1
2-к квартира,4500000.0,р-н Индустриальный,2/5 эт.,43.0
3-к квартира,6200000.0,р-н Дзержинский,6/13 эт.,88.7
1-к квартира,3803000.0,р-н Ленинский,11/24 эт.,47.3
Квартира-студия,1250000.0,р-н Свердловский,4/5 эт.,18.0
2-к квартира,2930000.0,р-н Мотовилихинский,10/10 эт.,53.7
5-к квартира,6100000.0,р-н Дзержинский,7/16 эт.,100.0
1-к квартира,1550000.0,р-н Орджоникидзевский,2/5 эт.,33.8
2-к квартира,3299000.0,р-н Свердловский,12/15 эт.,58.0
3-к квартира,3800000.0,р-н Дзержинский,7/18 эт.,80.0
2-к квартира,2650000.0,р-н Дзержинский,8/9 эт.,52.0
3-к квартира,3970000.0,р-н Мотовилихинский,4/10 эт.,66.9
2-к квартира,3000000.0,р-н Индустриальный,4/12 эт.,52.0
3-к квартира,2900000.0,р-н Дзержинский,3/5 эт.,60.0
1-к квартира,1230000.0,р-н Орджоникидзевский,4/4 эт.,31.7
2-к квартира,3100000.0,р-н Свердловский,8/9 эт.,43.7
1-к квартира,1800000.0,р-н Орджоникидзевский,7/10 эт.,33.5
2-к квартира,3400000.0,р-н Дзержинский,9/9 эт.,52.5
3-к квартира,4289000.0,р-н Ленинский,2/5 эт.,58.0
1-к квартира,3330000.0,р-н Мотовилихинский,3/17 эт.,56.5
2-к квартира,7490000.0,р-н Ленинский,2/5 эт.,102.1
3-к квартира,3000000.0,р-н Дзержинский,4/5 эт.,62.0
3-к квартира,3000000.0,р-н Дзержинский,4/5 эт.,62.0
2-к квартира,3300000.0,р-н Индустриальный,3/9 эт.,43.3
2-к квартира,2300000.0,р-н Индустриальный,1/5 эт.,57.0
3-к квартира,2850000.0,р-н Индустриальный,3/5 эт.,54.0
3-к квартира,6300000.0,р-н Свердловский,7/17 эт.,100.5
2-к квартира,2390000.0,р-н Орджоникидзевский,7/10 эт.,57.6
2-к квартира,3450000.0,р-н Мотовилихинский,9/9 эт.,53.0
2-к квартира,3250000.0,р-н Мотовилихинский,3/4 эт.,42.3
3-к квартира,4099239.0,р-н Свердловский,10/17 эт.,65.8
1-к квартира,1480000.0,р-н Дзержинский,5/5 эт.,25.0
2-к квартира,2100000.0,р-н Кировский,4/5 эт.,43.0
1-к квартира,2500000.0,р-н Мотовилихинский,2/5 эт.,30.4
1-к квартира,1750000.0,р-н Свердловский,1/4 эт.,31.0
1-к квартира,1799900.0,р-н Орджоникидзевский,7/9 эт.,34.6
2-к квартира,4500000.0,р-н Мотовилихинский,13/16 эт.,52.9
2-к квартира,2223540.0,р-н Мотовилихинский,6/9 эт.,39.6
1-к квартира,1330000.0,р-н Кировский,5/5 эт.,31.2
3-к квартира,5900000.0,р-н Мотовилихинский,5/13 эт.,106.0
2-к квартира,3180000.0,р-н Ленинский,4/5 эт.,45.0
2-к квартира,2450000.0,р-н Орджоникидзевский,4/9 эт.,51.5
6-к квартира,73000000.0,р-н Ленинский,18/18 эт.,280.0
4-к квартира,14000000.0,р-н Свердловский,17/18 эт.,161.0
1-к квартира,3800000.0,р-н Ленинский,16/22 эт.,41.0
3-к квартира,3833466.0,р-н Орджоникидзевский,4/20 эт.,76.7
2-к квартира,4150000.0,р-н Ленинский,3/10 эт.,55.0
1-к квартира,2700000.0,р-н Дзержинский,8/9 эт.,34.5
2-к квартира,2500000.0,р-н Дзержинский,2/5 эт.,41.9
3-к квартира,4290000.0,р-н Индустриальный,2/10 эт.,71.2
1-к квартира,2850000.0,р-н Мотовилихинский,2/4 эт.,32.8
2-к квартира,1650000.0,р-н Кировский,1/3 эт.,48.3
1-к квартира,2450000.0,р-н Ленинский,4/5 эт.,32.2
2-к квартира,1950000.0,р-н Индустриальный,5/5 эт.,43.0
1-к квартира,1820000.0,р-н Индустриальный,3/5 эт.,30.9
1-к квартира,3390000.0,р-н Мотовилихинский,7/20 эт.,42.0
2-к квартира,1280000.0,р-н Орджоникидзевский,3/4 эт.,44.0
2-к квартира,2900000.0,р-н Свердловский,5/5 эт.,44.0
3-к квартира,2790000.0,р-н Кировский,6/9 эт.,66.0
3-к квартира,3800000.0,р-н Дзержинский,10/12 эт.,73.9
Квартира-студия,1100000.0,р-н Свердловский,1/5 эт.,20.0
3-к квартира,2150000.0,р-н Орджоникидзевский,2/5 эт.,62.0
3-к квартира,7200000.0,р-н Свердловский,16/18 эт.,92.0
1-к квартира,2423367.0,р-н Индустриальный,12/15 эт.,30.3
2-к квартира,2600000.0,р-н Мотовилихинский,5/5 эт.,45.0
3-к квартира,2300000.0,р-н Орджоникидзевский,5/9 эт.,58.0
2-к квартира,2690000.0,р-н Индустриальный,5/5 эт.,40.0
3-к квартира,6960000.0,р-н Мотовилихинский,11/16 эт.,92.0
2-к квартира,1900000.0,р-н Индустриальный,5/5 эт.,37.1
2-к квартира,3767000.0,р-н Индустриальный,15/15 эт.,55.7
2-к квартира,4950000.0,р-н Свердловский,9/18 эт.,57.7
3-к квартира,4300000.0,р-н Свердловский,2/10 эт.,70.0
4-к квартира,7500000.0,р-н Дзержинский,3/16 эт.,120.6
2-к квартира,3540000.0,р-н Индустриальный,7/22 эт.,52.0
3-к квартира,3500000.0,р-н Индустриальный,8/9 эт.,58.5
2-к квартира,2950000.0,р-н Дзержинский,4/5 эт.,43.3
1-к квартира,3100000.0,р-н Дзержинский,4/6 эт.,41.0
3-к квартира,2550000.0,р-н Мотовилихинский,1/5 эт.,48.0
1-к квартира,2460000.0,р-н Индустриальный,3/5 эт.,31.0
2-к квартира,1690000.0,р-н Кировский,7/9 эт.,51.0
2-к квартира,4013000.0,р-н Индустриальный,12/17 эт.,63.7
3-к квартира,3000000.0,р-н Мотовилихинский,7/9 эт.,53.0
2-к квартира,2950000.0,р-н Орджоникидзевский,6/10 эт.,53.4
2-к квартира,3033987.0,р-н Мотовилихинский,5/16 эт.,54.1
2-к квартира,2280358.0,р-н Мотовилихинский,5/9 эт.,40.9
3-к квартира,9660000.0,р-н Ленинский,20/25 эт.,128.8
2-к квартира,1780000.0,р-н Индустриальный,2/2 эт.,44.0
1-к квартира,3100000.0,р-н Свердловский,13/15 эт.,35.9
2-к квартира,4200000.0,р-н Индустриальный,7/19 эт.,48.1
Квартира-студия,1500000.0,р-н Свердловский,3/5 эт.,17.0
1-к квартира,1647400.0,р-н Орджоникидзевский,9/16 эт.,34.2
2-к квартира,2780000.0,р-н Индустриальный,4/5 эт.,44.0
1-к квартира,2370000.0,р-н Дзержинский,1/5 эт.,30.4
4-к квартира,8990000.0,р-н Свердловский,3/10 эт.,128.9
2-к квартира,2800000.0,р-н Индустриальный,9/9 эт.,44.0
2-к квартира,2000000.0,р-н Кировский,1/3 эт.,46.0
1-к квартира,1500000.0,р-н Мотовилихинский,4/5 эт.,30.0
4-к квартира,8100000.0,р-н Свердловский,11/14 эт.,111.0
3-к квартира,2400000.0,р-н Кировский,1/5 эт.,51.0
1-к квартира,3320000.0,р-н Мотовилихинский,6/10 эт.,41.2
